aerodromo,tipo_ocorr,qtde_ocorr,perc_ocorr
SBAU,ESTOURO DE PNEU,1,0.01
SBAU,COM TREM DE POUSO,1,0.01
SBAU,COM HÉLICE,1,0.01
SBAT,VAZAMENTO DE OUTROS FLUIDOS,1,0.01
SBAT,POUSO BRUSCO,1,0.01
SBAT,FALHA OU MAU FUNCIONAMENTO DO MOTOR,1,0.01
SBAT,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,1,0.01
SBAR,TRÁFEGO AÉREO,1,0.01
SBAR,POUSO BRUSCO,1,0.01
SBAR,PERDA DE CONTROLE NO SOLO,1,0.01
SBAR,FALHA DO MOTOR EM VOO,1,0.01
SBAR,COM PARA-BRISAS / JANELA / PORTA,1,0.01
SBAR,COLISÃO COM AERONAVE NO SOLO,1,0.01
SBAR,ALARME FALSO DE FOGO OU DE SUPERAQUECIMENTO,1,0.01
SBAQ,PERDA DE CONTROLE EM VOO,1,0.01
SBAQ,OUTROS,1,0.01
SBAQ,INCURSÃO EM PISTA,1,0.01
SBBE,COLISÃO COM OBSTÁCULOS NO SOLO,1,0.01
SBBE,DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA,1,0.01
SBCY,PERDA DE COMPONENTE EM VOO,1,0.01
SBBE,EXCURSÃO DE PISTA,1,0.01
SBBI,PERDA DE COMPONENTE NO SOLO,1,0.01
SBBI,OPERAÇÕES NO SOLO,1,0.01
SBBI,F.O.D.,1,0.01
SBBI,CONTATO ANORMAL COM A PISTAA,1,0.01
SBBI,COM PARA-BRISAS / JANELA / PORTA,1,0.01
SBBI,COLISÃO DE VEÍCULO COM AERONAVE,1,0.01
SBBI,AERONAVE ATINGIDA POR OBJETO,1,0.01
SBBH,SOPRO DE REATOR,1,0.01
SBBH,PERDA DE COMPONENTE EM VOO,1,0.01
SBBH,INCURSÃO EM PISTA,1,0.01
SBBH,DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA,1,0.01
SBBH,COM COMANDOS DE VOO,1,0.01
SBBH,COLISÃO DE VEÍCULO COM AERONAVE,1,0.01
SBBH,AERONAVE ATINGIDA POR OBJETO,1,0.01
SBBG,EXCURSÃO DE PISTA,1,0.01
SBBE,PROBLEMAS FISIOLÓGICOS,1,0.01
SBBE,POUSO SEM TREM,1,0.01
SBBE,POUSO BRUSCO,1,0.01
SBBE,PERDA DE COMPONENTE EM VOO,1,0.01
SBBE,OPERAÇÕES NO SOLO,1,0.01
SBBE,FUMAÇA NA CABINE,1,0.01
SBBE,FOGO NO SOLO,1,0.01
SBBE,FALHA OU MAU FUNCIONAMENTO DO MOTOR,1,0.01
SBAQ,FALHA DO MOTOR EM VOO,1,0.01
SBAQ,EXCURSÃO DE PISTA,1,0.01
SBAQ,COLISÃO COM AERONAVE NO SOLO,1,0.01
SBAN,POUSO EM LOCAL NÃO PREVISTO,1,0.01
**NI,DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA,1,0.01
**NI,CORTE INVOLUNTÁRIO DO MOTOR,1,0.01
**NI,CORTANTE DE VENTO / TEMPESTADE,1,0.01
**NI,COM HÉLICE,1,0.01
**NI,COM COMANDOS DE VOO,1,0.01
**NI,COM CARGAS EXTERNAS,1,0.01
**NI,COLISÃO NO SOLO,1,0.01
**NI,COLISÃO COM FAUNA,1,0.01
**NI,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,1,0.01
****,OUTROS,1,0.01
****,FOGO EM VOO,1,0.01
****,ESTOURO DE PNEU,1,0.01
****,DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA,1,0.01
****,CONTATO ANORMAL COM A PISTAA,1,0.01
****,COM TREM DE POUSO,1,0.01
****,COM HÉLICE,1,0.01
***,SOPRO DE REATOR,1,0.01
***,PERDA DE CONDIÇÕES DE SUSTENTAÇÃO EM ROTA,1,0.01
***,IMC NÃO INTENCIONAL,1,0.01
***,COM LANÇAMENTO DE PESSOAS,1,0.01
***,COLISÃO EM VOO COM OBSTÁCULO,1,0.01
***,COLISÃO EM VOO COM OBJETO REBOCADO,1,0.01
***,CAUSADO POR RICOCHETE,1,0.01
**NI,EXPLOSÃO,1,0.01
**NI,FALHA DO MOTOR NO SOLO,1,0.01
**NI,FOGO/FUMAÇA (SEM IMPACTO),1,0.01
9PEB,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,1,0.01
SBAE,PERDA DE CONTROLE NO SOLO,1,0.01
SBAE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,1,0.01
SBAE,COM TREM DE POUSO,1,0.01
APUA,VOO CONTROLADO CONTRA O TERRENO,1,0.01
APUA,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,1,0.01
APUA,COLISÃO COM AVE,1,0.01
9PSD,COM TREM DE POUSO,1,0.01
9PKD,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,1,0.01
9PHD,POUSO EM LOCAL NÃO PREVISTO,1,0.01
9PFC,POUSO BRUSCO,1,0.01
9PBS,COLISÃO EM VOO COM OBSTÁCULO,1,0.01
**NI,INCURSÃO EM PISTA,1,0.01
9PAA,VAZAMENTO DE OUTROS FLUIDOS,1,0.01
5JTI,PERDA DE CONTROLE NO SOLO,1,0.01
**NI,VOO CONTROLADO CONTRA O TERRENO,1,0.01
**NI,TRÁFEGO AÉREO,1,0.01
**NI,SUPERAQUECIMENTO,1,0.01
**NI,SAÍDA DE PISTA,1,0.01
**NI,REBOQUE DE PLANADOR,1,0.01
**NI,PROBLEMAS FISIOLÓGICOS,1,0.01
**NI,POUSO SEM TREM,1,0.01
**NI,MANOBRA ABRUPTA,1,0.01
SBBI,PERDA DE CONTROLE EM VOO,1,0.01
SBBI,SOPRO DE REATOR,1,0.01
SBBP,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,1,0.01
SBCF,MANOBRA ABRUPTA,1,0.01
SBCR,COM TREM DE POUSO,1,0.01
SBCP,VAZAMENTO DE OUTROS FLUIDOS,1,0.01
SBCP,TRÁFEGO AÉREO,1,0.01
SBCP,PROBLEMAS FISIOLÓGICOS,1,0.01
SBCP,PERDA DE CONTROLE NO SOLO,1,0.01
SBCP,ESTOURO DE PNEU,1,0.01
SBCP,COM TREM DE POUSO,1,0.01
SBCP,COLISÃO COM AVE,1,0.01
SBCM,OUTROS,1,0.01
SBCJ,TRÁFEGO AÉREO,1,0.01
SBCJ,POUSO LONGO,1,0.01
SBCJ,OUTROS,1,0.01
SBCJ,COLISÃO COM AVE,1,0.01
SBCH,PERDA DE SEPARAÇÃO / COLISÃO EM VOO,1,0.01
SBCH,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,1,0.01
SBCG,TRÁFEGO AÉREO,1,0.01
SBCG,POUSO BRUSCO,1,0.01
SBCG,PERDA DA CONSCIÊNCIA,1,0.01
SBCG,PANE SECA,1,0.01
SBCG,FALHA DO MOTOR EM VOO,1,0.01
SBCG,COLISÃO DE AERONAVES EM VOO,1,0.01
SBCG,COLISÃO COM FAUNA,1,0.01
SBCF,POUSO EM LOCAL NÃO PREVISTO,1,0.01
SBCR,ESTOURO DE PNEU,1,0.01
SBCR,INCURSÃO EM PISTA,1,0.01
SBCT,ALARME FALSO DE FOGO OU DE SUPERAQUECIMENTO,1,0.01
SBCX,FALHA DO MOTOR EM VOO,1,0.01
SBCY,INCURSÃO EM PISTA,1,0.01
SBCY,FOGO/FUMAÇA (SEM IMPACTO),1,0.01
SBCY,FALHA OU MAU FUNCIONAMENTO DO MOTOR,1,0.01
SBCY,F.O.D.,1,0.01
SBCY,EXCURSÃO DE PISTA,1,0.01
SBCY,DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA,1,0.01
SBCY,COM HÉLICE,1,0.01
SBCY,COM COMANDOS DE VOO,1,0.01
SBCY,COLISÃO COM FAUNA,1,0.01
SBCX,TRÁFEGO AÉREO,1,0.01
SBCX,CONTATO ANORMAL COM A PISTAA,1,0.01
SBCT,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,1,0.01
SBCX,AERÓDROMO,1,0.01
SBCT,TURBULÊNCIA,1,0.01
SBCT,TRÁFEGO AÉREO,1,0.01
SBCT,SUPERAQUECIMENTO,1,0.01
SBCT,PROBLEMAS FISIOLÓGICOS,1,0.01
SBCT,POUSO BRUSCO,1,0.01
SBCT,DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA,1,0.01
SBCT,COLISÃO COM OBSTÁCULOS NO SOLO,1,0.01
SBCT,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,1,0.01
SBCT,CAUSADO POR FENÔMENO METEOROLÓGICO NO SOLO,1,0.01
SBCF,PERDA DE CONTROLE NO SOLO,1,0.01
SBCF,CORTANTE DE VENTO / TEMPESTADE,1,0.01
SBBP,COLISÃO COM AERONAVE NO SOLO,1,0.01
SBCF,COMBUSTÍVEL,1,0.01
SBBU,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,1,0.01
SBBR,PROBLEMAS FISIOLÓGICOS,1,0.01
SBBR,POUSO LONGO,1,0.01
SBBR,POUSO BRUSCO,1,0.01
SBBR,POUSO ANTES DA PISTA,1,0.01
SBBR,PERDA DE SEPARAÇÃO / COLISÃO EM VOO,1,0.01
SBBR,PERDA DE COMPONENTE EM VOO,1,0.01
SBBR,HIPÓXIA,1,0.01
SBBR,FOGO/FUMAÇA (SEM IMPACTO),1,0.01
SBBR,FOGO EM VOO,1,0.01
SBBR,F.O.D.,1,0.01
SBBR,EXCURSÃO DE PISTA,1,0.01
SBBR,COM PESSOAL EM VOO,1,0.01
SBBR,COM LANÇAMENTO DE CARGA,1,0.01
SBBR,COM COMANDOS DE VOO,1,0.01
SBBR,COLISÃO COM FAUNA,1,0.01
SBBR,ALARME FALSO DE FOGO OU DE SUPERAQUECIMENTO,1,0.01
SBBQ,COLISÃO COM AVE,1,0.01
SBBP,POUSO BRUSCO,1,0.01
SBBP,PERDA DE COMPONENTE EM VOO,1,0.01
SBBP,FALHA OU MAU FUNCIONAMENTO DO MOTOR,1,0.01
SBBP,FALHA DO MOTOR NO SOLO,1,0.01
SBBP,F.O.D.,1,0.01
SBBU,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,1,0.01
SBBU,EXCURSÃO DE PISTA,1,0.01
SBBU,F.O.D.,1,0.01
SBCA,COM HÉLICE,1,0.01
SBCF,COM COMANDOS DE VOO,1,0.01
SBCF,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,1,0.01
SBCF,ALARME FALSO DE FOGO OU DE SUPERAQUECIMENTO,1,0.01
SBCF,AERÓDROMO,1,0.01
SBCB,PERDA DE COMPONENTE EM VOO,1,0.01
SBCB,ESTOURO DE PNEU,1,0.01
SBCB,COM ROTOR,1,0.01
SBCA,VOO CONTROLADO CONTRA O TERRENO,1,0.01
SBCA,FOGO EM VOO,1,0.01
SBCA,FALHA OU MAU FUNCIONAMENTO DO MOTOR,1,0.01
SBCA,COLISÃO COM FAUNA,1,0.01
SBBU,FALHA DO MOTOR EM VOO,1,0.01
SBBZ,ALARME FALSO DE FOGO OU DE SUPERAQUECIMENTO,1,0.01
SBBW,PERDA DE COMPONENTE EM VOO,1,0.01
SBBW,OUTROS,1,0.01
SBBV,VAZAMENTO DE OUTROS FLUIDOS,1,0.01
SBBV,SOPRO DE REATOR,1,0.01
SBBV,PERDA DE COMPONENTE EM VOO,1,0.01
SBBV,OUTROS,1,0.01
SBBV,FALHA DO MOTOR EM VOO,1,0.01
SBBV,COM PARA-BRISAS / JANELA / PORTA,1,0.01
SBBU,INDETERMINADO,1,0.01
SBKG,COLISÃO COM FAUNA,1,0.01
SBKP,AERONAVE ATINGIDA POR OBJETO,1,0.01
SDBK,COLISÃO COM AVE,1,0.01
SBSR,PERDA DE COMPONENTE NO SOLO,1,0.01
SBSR,FALHA DO MOTOR NO SOLO,1,0.01
SBSR,EXCURSÃO DE PISTA,1,0.01
SBSR,COM TREM DE POUSO,1,0.01
SBSP,POUSO LONGO,1,0.01
SBSP,PERDA DE COMPONENTE NO SOLO,1,0.01
SBSP,PERDA DE COMPONENTE EM VOO,1,0.01
SBSP,OPERAÇÕES NO SOLO,1,0.01
SBSP,INDETERMINADO,1,0.01
SBSP,DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA,1,0.01
SBSP,CORTANTE DE VENTO / TEMPESTADE,1,0.01
SBSP,COM TRANSPORTE DE CARGA,1,0.01
SBSP,COM COMANDOS DE VOO,1,0.01
SBSP,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,1,0.01
SBSP,COLISÃO COM FAUNA,1,0.01
SBSO,COLISÃO COM AVE,1,0.01
SBSN,VAZAMENTO DE OUTROS FLUIDOS,1,0.01
SBSN,TRÁFEGO AÉREO,1,0.01
SBSN,SUPERAQUECIMENTO,1,0.01
SBSN,POUSO BRUSCO,1,0.01
SBSN,PERDA DE COMPONENTE EM VOO,1,0.01
SBSN,FOGO NO SOLO,1,0.01
SBSN,EXCURSÃO DE PISTA,1,0.01
SBSN,COM TREM DE POUSO,1,0.01
SBSR,FALHA OU MAU FUNCIONAMENTO DO MOTOR,1,0.01
SBSR,POUSO ANTES DA PISTA,1,0.01
SBRF,PERDA DE COMPONENTE NO SOLO,1,0.01
SBSR,SUPERAQUECIMENTO,1,0.01
SBTD,FALHA DO MOTOR EM VOO,1,0.01
SBTD,COM TREM DE POUSO,1,0.01
SBTA,FALHA DO MOTOR EM VOO,1,0.01
SBTA,ESTOURO DE PNEU,1,0.01
SBTA,COM TREM DE POUSO,1,0.01
SBSV,TURBULÊNCIA,1,0.01
SBSV,SOPRO DE REATOR,1,0.01
SBSV,PROBLEMAS FISIOLÓGICOS,1,0.01
SBSV,POUSO LONGO,1,0.01
SBSV,PERDA DE COMPONENTE NO SOLO,1,0.01
SBSV,PERDA DE COMPONENTE EM VOO,1,0.01
SBSV,INDETERMINADO,1,0.01
SBSV,INCURSÃO EM PISTA,1,0.01
SBSV,"GERENCIAMENTO DE TRÁFEGO AÉREO (ATM) / SERVIÇO DE COMUNICAÇÃO NAVEGAÇÃO, OU VIGILÂNCIA (CNS)",1,0.01
SBSV,FOGO/FUMAÇA (SEM IMPACTO),1,0.01
SBSV,EXCURSÃO DE PISTA,1,0.01
SBSV,COM LANÇAMENTO DE CARGA,1,0.01
SBSV,COLISÃO DE VEÍCULO COM AERONAVE,1,0.01
SBSV,COLISÃO COM AERONAVE NO SOLO,1,0.01
SBSV,ALARME FALSO DE FOGO OU DE SUPERAQUECIMENTO,1,0.01
SBSV,AERONAVE ATINGIDA POR OBJETO,1,0.01
SBST,COLISÃO COM FAUNA,1,0.01
SBST,COLISÃO COM AVE,1,0.01
SBSN,COLISÃO COM AERONAVE NO SOLO,1,0.01
SBSN,AERÓDROMO,1,0.01
SBSM,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,1,0.01
SBSM,FALHA DO MOTOR EM VOO,1,0.01
SBRP,VAZAMENTO DE OUTROS FLUIDOS,1,0.01
SBRP,POUSO SEM TREM,1,0.01
SBRP,POUSO EM LOCAL NÃO PREVISTO,1,0.01
SBRP,OUTROS,1,0.01
SBRP,FALHA OU MAU FUNCIONAMENTO DO MOTOR,1,0.01
SBRP,FALHA DO MOTOR NO SOLO,1,0.01
SBRP,F.O.D.,1,0.01
SBRP,COLISÃO DE VEÍCULO COM AERONAVE,1,0.01
SBRJ,VAZAMENTO DE COMBUSTÍVEL,1,0.01
SBRJ,SUPERAQUECIMENTO,1,0.01
SBRJ,POUSO SEM TREM,1,0.01
SBRJ,POUSO BRUSCO,1,0.01
SBRJ,PERDA DE CONTROLE EM VOO,1,0.01
SBRJ,PANE SECA,1,0.01
SBRJ,INCURSÃO EM PISTA,1,0.01
SBRJ,FOGO/FUMAÇA (SEM IMPACTO),1,0.01
SBRJ,CONTATO ANORMAL COM A PISTAA,1,0.01
SBRJ,COMBUSTÍVEL,1,0.01
SBRJ,COM ROTOR,1,0.01
SBRJ,COM PARA-BRISAS / JANELA / PORTA,1,0.01
SBRJ,COLISÃO COM FAUNA,1,0.01
SBRF,VAZAMENTO DE OUTROS FLUIDOS,1,0.01
SBRF,POUSO BRUSCO,1,0.01
SBSC,COM TREM DE POUSO,1,0.01
SBSG,COLISÃO COM AVE,1,0.01
SBSG,DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA,1,0.01
SBSJ,F.O.D.,1,0.01
SBSM,COM TREM DE POUSO,1,0.01
SBSL,PERDA DE CONTROLE EM VOO,1,0.01
SBSL,PANE SECA,1,0.01
SBSL,FALHA DO MOTOR EM VOO,1,0.01
SBSJ,TRÁFEGO AÉREO,1,0.01
SBSJ,POUSO SEM TREM,1,0.01
SBSJ,POUSO ANTES DA PISTA,1,0.01
SBSJ,PERDA DE COMPONENTE NO SOLO,1,0.01
SBSJ,OUTROS,1,0.01
SBSJ,FOGO NO SOLO,1,0.01
SBSJ,COLISÃO COM OBSTÁCULOS NO SOLO,1,0.01
SBSG,ESTOURO DE PNEU,1,0.01
SBSJ,CAUSADO POR FENÔMENO METEOROLÓGICO NO SOLO,1,0.01
SBSJ,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,1,0.01
SBSI,POUSO BRUSCO,1,0.01
SBSI,POUSO AQUÉM/ALÉM DA PISTA,1,0.01
SBSI,PERDA DE CONTROLE NO SOLO,1,0.01
SBSI,EXCURSÃO DE PISTA,1,0.01
SBSG,OUTROS,1,0.01
SBSG,FOGO/FUMAÇA (SEM IMPACTO),1,0.01
SBSG,FALHA OU MAU FUNCIONAMENTO DO MOTOR,1,0.01
SBSG,FALHA DO MOTOR EM VOO,1,0.01
SBTE,COM TREM DE POUSO,1,0.01
SBTE,COMBUSTÍVEL,1,0.01
SBTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,1,0.01
SBVC,COM COMANDOS DE VOO,1,0.01
SD8H,EXCURSÃO DE PISTA,1,0.01
SD8A,COLISÃO COM OBSTÁCULOS NO SOLO,1,0.01
SD6Y,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,1,0.01
SD4V,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,1,0.01
SBZM,PERDA DE CONTROLE NO SOLO,1,0.01
SBVT,TRÁFEGO AÉREO,1,0.01
SBVT,POUSO BRUSCO,1,0.01
SBVT,INCURSÃO EM PISTA,1,0.01
SBVT,DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA,1,0.01
SBVT,COM PARA-BRISAS / JANELA / PORTA,1,0.01
SBVT,AERÓDROMO,1,0.01
SBVT,AERONAVE ATINGIDA POR OBJETO,1,0.01
SBVH,PERDA DE CONTROLE EM VOO,1,0.01
SBVH,COM TREM DE POUSO,1,0.01
SBVH,COLISÃO COM AVE,1,0.01
SBVG,POUSO SEM TREM,1,0.01
SBVG,ESTOURO DE PNEU,1,0.01
SBVC,POUSO BRUSCO,1,0.01
SBVC,POUSO ANTES DA PISTA,1,0.01
SBVC,OUTROS,1,0.01
SBVC,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,1,0.01
SBVC,FALHA DO MOTOR EM VOO,1,0.01
SBVC,COM TREM DE POUSO,1,0.01
SDAA,COLISÃO COM AVE,1,0.01
SDAA,COM TREM DE POUSO,1,0.01
SDAA,PERDA DE CONTROLE EM VOO,1,0.01
SDAM,EXCURSÃO DE PISTA,1,0.01
SDBB,REBOQUE DE PLANADOR,1,0.01
SDBB,PERDA DE CONTROLE NO SOLO,1,0.01
SDBB,PERDA DE CONTROLE EM VOO,1,0.01
SDBB,PERDA DE COMPONENTE NO SOLO,1,0.01
SDBB,COM TREM DE POUSO,1,0.01
SDBB,COM COMANDOS DE VOO,1,0.01
SDBB,COLISÃO DE AERONAVES EM VOO,1,0.01
SDBA,POUSO SEM TREM,1,0.01
SDAM,POUSO EM LOCAL NÃO PREVISTO,1,0.01
SDAM,F.O.D.,1,0.01
SDAM,CONTATO ANORMAL COM A PISTAA,1,0.01
SDAE,INCURSÃO EM PISTA,1,0.01
SDAM,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,1,0.01
SDAI,POUSO LONGO,1,0.01
SDAI,OUTROS,1,0.01
SDAI,INDETERMINADO,1,0.01
SDAI,COLISÃO COM AVE,1,0.01
SDAG,POUSO SEM TREM,1,0.01
SDAG,EXCURSÃO DE PISTA,1,0.01
SDAG,ESTOURO DE PNEU,1,0.01
SDAG,COM TREM DE POUSO,1,0.01
SDAG,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,1,0.01
SBVC,COM PARA-BRISAS / JANELA / PORTA,1,0.01
SBUY,TRÁFEGO AÉREO,1,0.01
SBTE,FOGO NO SOLO,1,0.01
SBUY,SUPERAQUECIMENTO,1,0.01
SBUA,ESTOURO DE PNEU,1,0.01
SBTV,POUSO ANTES DA PISTA,1,0.01
SBTV,CORTANTE DE VENTO / TEMPESTADE,1,0.01
SBTV,COM TREM DE POUSO,1,0.01
SBTT,FALHA DO MOTOR EM VOO,1,0.01
SBTT,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,1,0.01
SBTT,COLISÃO COM FAUNA,1,0.01
SBTT,COLISÃO COM AVE,1,0.01
SBTR,POUSO SEM TREM,1,0.01
SBTR,POUSO BRUSCO,1,0.01
SBTR,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,1,0.01
SBTR,FALHA DO MOTOR EM VOO,1,0.01
SBTK,COM TREM DE POUSO,1,0.01
SBTG,PERDA DE CONTROLE NO SOLO,1,0.01
SBTF,PERDA DE CONTROLE NO SOLO,1,0.01
SBTF,INDETERMINADO,1,0.01
SBTF,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,1,0.01
SBTF,DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA,1,0.01
SBTF,COM TREM DE POUSO,1,0.01
SBTE,VAZAMENTO DE COMBUSTÍVEL,1,0.01
SBTE,TRÁFEGO AÉREO,1,0.01
SBTE,PERDA DE CONTROLE EM VOO,1,0.01
SBTE,OUTROS,1,0.01
SBUF,PERDA DE COMPONENTE EM VOO,1,0.01
SBUL,ALARME FALSO DE FOGO OU DE SUPERAQUECIMENTO,1,0.01
SBUL,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,1,0.01
SBUR,FOGO NO SOLO,1,0.01
SBUY,PERDA DE CONTROLE NO SOLO,1,0.01
SBUY,OUTROS,1,0.01
SBUY,FALHA DO MOTOR EM VOO,1,0.01
SBUY,CORTANTE DE VENTO / TEMPESTADE,1,0.01
SBUY,COLISÃO COM FAUNA,1,0.01
SBUR,TRÁFEGO AÉREO,1,0.01
SBUR,SUPERAQUECIMENTO,1,0.01
SBUR,PERDA DE CONTROLE NO SOLO,1,0.01
SBUR,PANE SECA,1,0.01
SBUR,OUTROS,1,0.01
SBUR,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,1,0.01
SBUL,COLISÃO COM OBSTÁCULOS NO SOLO,1,0.01
SBUL,POUSO SEM TREM,1,0.01
SBUL,POUSO BRUSCO,1,0.01
SBUL,PANE SECA,1,0.01
SBUL,OUTROS,1,0.01
SBUL,FUMAÇA NA CABINE,1,0.01
SBUL,FALHA DO MOTOR NO SOLO,1,0.01
SBUL,FALHA DO MOTOR EM VOO,1,0.01
SBUL,F.O.D.,1,0.01
SBUL,DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA,1,0.01
SBUL,COM PARA-BRISAS / JANELA / PORTA,1,0.01
SBRF,PERDA DE CONTROLE EM VOO,1,0.01
SBRF,FOGO/FUMAÇA (SEM IMPACTO),1,0.01
SBKP,ALARME FALSO DE FOGO OU DE SUPERAQUECIMENTO,1,0.01
SBMO,FUMAÇA NA CABINE,1,0.01
SBMO,ESTOURO DE PNEU,1,0.01
SBMO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,1,0.01
SBML,VAZAMENTO DE OUTROS FLUIDOS,1,0.01
SBML,ESTOURO DE PNEU,1,0.01
SBML,COM COMANDOS DE VOO,1,0.01
SBMK,POUSO SEM TREM,1,0.01
SBMK,POUSO BRUSCO,1,0.01
SBMK,COM PARA-BRISAS / JANELA / PORTA,1,0.01
SBMK,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,1,0.01
SBMI,POUSO BRUSCO,1,0.01
SBMI,COLISÃO COM FAUNA,1,0.01
SBMG,POUSO BRUSCO,1,0.01
SBMG,PERDA DA CONSCIÊNCIA,1,0.01
SBMG,OUTROS,1,0.01
SBMG,EXCURSÃO DE PISTA,1,0.01
SBMG,CONTATO ANORMAL COM A PISTAA,1,0.01
SBMG,COLISÃO COM OBSTÁCULOS NO SOLO,1,0.01
SBMG,COLISÃO COM FAUNA,1,0.01
SBMG,CAUSADO POR FENÔMENO METEOROLÓGICO NO SOLO,1,0.01
SBMG,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,1,0.01
SBME,VAZAMENTO DE OUTROS FLUIDOS,1,0.01
SBME,POUSO SEM TREM,1,0.01
SBME,POUSO LONGO,1,0.01
SBMO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,1,0.01
SBMO,SUPERAQUECIMENTO,1,0.01
SBRF,FOGO NO SOLO,1,0.01
SBMQ,COLISÃO COM AERONAVE NO SOLO,1,0.01
SBNF,AERÓDROMO,1,0.01
SBMY,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,1,0.01
SBMT,VAZAMENTO DE OUTROS FLUIDOS,1,0.01
SBMT,VAZAMENTO DE COMBUSTÍVEL,1,0.01
SBMT,POUSO SEM TREM,1,0.01
SBMT,POUSO LONGO,1,0.01
SBMT,PERDA DE COMPONENTE NO SOLO,1,0.01
SBMT,PANE SECA,1,0.01
SBMT,MANOBRA ABRUPTA,1,0.01
SBMT,INDETERMINADO,1,0.01
SBMT,FOGO NO SOLO,1,0.01
SBMT,FALHA DO MOTOR NO SOLO,1,0.01
SBMT,CONTATO ANORMAL COM A PISTAA,1,0.01
SBMT,COM ROTOR,1,0.01
SBMT,AERÓDROMO,1,0.01
SBMT,AERONAVE ATINGIDA POR OBJETO,1,0.01
SBMS,POUSO EM LOCAL NÃO PREVISTO,1,0.01
SBMS,ESTOURO DE PNEU,1,0.01
SBMQ,POUSO SEM TREM,1,0.01
SBMQ,OUTROS,1,0.01
SBMQ,FALHA DO MOTOR NO SOLO,1,0.01
SBMQ,COM TREM DE POUSO,1,0.01
SBMQ,COLISÃO COM OBSTÁCULOS NO SOLO,1,0.01
SBME,POUSO EM LOCAL NÃO PREVISTO,1,0.01
SBME,PERDA DE CONTROLE NO SOLO,1,0.01
SBME,PERDA DE CONTROLE EM VOO,1,0.01
SBME,INDETERMINADO,1,0.01
SBLO,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,1,0.01
SBLJ,POUSO SEM TREM,1,0.01
SBLJ,PERDA DE CONTROLE NO SOLO,1,0.01
SBLJ,FALHA DO MOTOR EM VOO,1,0.01
SBLJ,EXCURSÃO DE PISTA,1,0.01
SBLJ,COM TREM DE POUSO,1,0.01
SBLJ,CAUSADO POR FENÔMENO METEOROLÓGICO NO SOLO,1,0.01
SBLE,PERDA DE CONTROLE NO SOLO,1,0.01
SBLE,PERDA DE CONTROLE EM VOO,1,0.01
SBKP,VAZAMENTO DE OUTROS FLUIDOS,1,0.01
SBKP,VAZAMENTO DE COMBUSTÍVEL,1,0.01
SBKP,SUPERAQUECIMENTO,1,0.01
SBKP,POUSO SEM TREM,1,0.01
